text,label,text_kz,label_name,pred_native_basic,pred_en_kz
"Sony, IBM, Toshiba Give Details of 'Cell' Chip (Reuters) Reuters - IBM , Sony Corp. (6758.T) and\Toshiba Corp. (6502.T) on Monday revealed their plans for the\powerful new ""Cell"" processor the three are jointly producing\to run next-generation computers, game consoles and\televisions.",2,"Sony, IBM, Toshiba «Cell» чипі туралы мәліметтерді жариялады (Reuters) Reuters - IBM, Sony Corp. (6758.T) және Toshiba Corp. (6502.T) дүйсенбі күні келесі буын компьютерлер, ойын консольдері және теледидарлар үшін бірлесіп шығаратын қуатты жаңа «Cell» процессорының жоспарларын жариялады.",Business,Sci/Tech,Sci/Tech
HK democrats to take seats A new crop of Hong Kong democrats are due to be sworn in to the Legislative Council.,0,HK демократтары орын алуға дайын Гонконгтың жаңа демократтары Заң шығару кеңесінде ант қабылдауға дайын.,World,World,World
Hispanic rights groups unite to fight voter discrimination (AFP) AFP - US civil rights groups expressed concern over alleged intimidation of Hispanic voters and said they will work to ensure their ballots are counted in the November 2 presidential election.,0,"Испандық құқық қорғау топтары сайлаушыларды кемсітумен күресу үшін бірікті (AFP) AFP - АҚШ-тың азаматтық құқық қорғау топтары испандық сайлаушыларды қорқыту туралы айыптауларға алаңдаушылық білдіріп, олардың дауыстары 2 қарашадағы президенттік сайлауда есепке алынуын қамтамасыз ету үшін жұмыс істейтіндерін айтты.",World,World,World
"At Tuesday #39;s midnight hour, you #39;ll find a meteor shower While walking the pooch in the crisp early morning air Wednesday, you might hear a few snaps, perhaps a buzz, and maybe even some whistles overhead.",3,"Сейсенбі түн ортасында, сіз метеор жауынын көресіз. Сәрсенбі күні таңертеңгі салқын ауада итпен серуендеп жүргенде, сіз бірнеше сықырды, мүмкін бір-екі ызылды, тіпті жоғарыдан ысқырықтарды да естуіңіз мүмкін.",Sci/Tech,Sci/Tech,Sci/Tech
Brokerage Settles Charges Over Mutual Fund Fees  A Fort Worth brokerage that sold high-fee mutual funds to military families agreed yesterday to pay \$12 million to settle allegations that it used misleading marketing literature and scripts.,2,Брокерлік компания өзара қорлардың төлемдері бойынша айыптарды реттеді Форт-Уэрттегі брокерлік компания әскери отбасыларға жоғары төлемді өзара қорларды сатқандығы үшін айыптауларды реттеу мақсатында кеше 12 миллион доллар төлеуге келісті. Компания жалған маркетингтік материалдар мен сценарийлерді қолданғаны үшін айыпталған болатын.,Business,Business,Business
"No progress in N.Korea, Japan talks on abductees : Talks between Japan and North Korea aimed at resolving a dispute over Japanese nationals abducted by the North decades ago ended Sunday without progress, Japanese officials said.",0,"Солтүстік Корея мен Жапония арасындағы ұрланғандар туралы келіссөздерде ешқандай ілгерілеу жоқ: Жапония мен Солтүстік Корея арасындағы ондаған жылдар бұрын Солтүстік тарапынан ұрланған жапон азаматтары туралы дауды шешуге бағытталған келіссөздер жексенбі күні ешқандай ілгерілеусіз аяқталды, деп хабарлады жапон шенеуніктері.",World,World,World
"Sun makes run for supercomputing title With the economy slowly turning up, upgrading hardware has been on businesses radar in the past 12 months as their number two priority.",3,"Күн суперкомпьютер атағына ұмтылады Экономика баяу көтеріліп келе жатқандықтан, соңғы 12 айда аппараттық құралдарды жаңарту бизнестердің екінші басымдылығы ретінде назарында болды.",Sci/Tech,Business,Business
"Soldiers' War Blogs Detail Life in Iraq Iraq war blogs are as varied as the soldiers who write them. Some sites feature practical news, war pictures and advice. Some are overtly political, with more slanting to the right than to the left. Some question the war, some cheer it.",3,"Солдаттардың соғыс блогтары Ирактағы өмірді сипаттайды Ирак соғысы блогтары оларды жазатын солдаттар сияқты әртүрлі. Кейбір сайттарда практикалық жаңалықтар, соғыс суреттері және кеңестер бар. Кейбіреулері ашық саяси сипатта, оң жаққа көбірек бейімделген, сол жаққа қарағанда. Кейбіреулері соғысты сұраққа алады, кейбіреулері оны қолдайды.",Sci/Tech,World,World
"Noguchi Wins Marathon BULLETIN&lt;br&gt;BC-OLY--Women's Marathon RUN,0058&lt;br&gt;BULLETIN&lt;br&gt;    ATHENS, Greece (AP)  --  Mizuki Noguchi of Japan won the marathon Sunday in 2 hours, 26 minutes, 20 seconds.",1,"Ногучи марафонды жеңіп алды БЮЛЛЕТЕНЬ&lt;br&gt;BC-OLY--Әйелдер марафоны ЖҮГІРУ,0058&lt;br&gt;БЮЛЛЕТЕНЬ&lt;br&gt;    АФИНА, Грекия (AP) -- Жапониялық Мизуки Ногучи жексенбі күні марафонды 2 сағат, 26 минут, 20 секундта жеңіп алды.",Sports,Sports,Sports
India's Tata expands regional footprint via NatSteel buyout (AFP) AFP - India's Tata Iron and Steel Company Ltd. took a strategic step to expand its Asian footprint with the announcement it will buy the Asia-Pacific steel operations of Singapore's NatSteel Ltd.,0,"Үндістанның Tata компаниясы NatSteel-ді сатып алу арқылы аймақтық ауқымын кеңейтуде (AFP) AFP - Үндістанның Tata Iron and Steel Company Ltd. компаниясы Сингапурдың NatSteel Ltd. компаниясының Азия-Тынық мұхиты болат операцияларын сатып алатынын жариялап, Азиядағы ауқымын кеңейту үшін стратегиялық қадам жасады.",World,Business,Business
".Mac bumps up storage capacity, improves mail (MacCentral) MacCentral - Apple has improved the services offered to subscribers of .Mac. Previously, the amount of storage for a basic .Mac account was 100MB, with a maximum of 15MB for e-mail. The service's base online storage has been increased to 250MB, e-mail service has been enhanced, and the cost of upgrading has been reduced. .Mac's basic subscription price remains the same -- US #36;99.95 per year.",3,".Мac сақтау сыйымдылығын арттырып, пошта қызметін жақсартты (MacCentral) MacCentral - Apple .Mac жазылушыларына ұсынылатын қызметтерді жақсартты. Бұрын негізгі .Mac аккаунты үшін сақтау көлемі 100МБ, ал электрондық пошта үшін ең көбі 15МБ болатын. Қызметтің негізгі онлайн сақтау сыйымдылығы 250МБ-қа дейін арттырылды, электрондық пошта қызметі жақсартылды және жаңарту құны төмендетілді. .Mac-тың негізгі жазылым бағасы өзгеріссіз қалды -- жылына 99.95 АҚШ доллары.",Sci/Tech,Sci/Tech,Sci/Tech
"Suspect charged in abduction, sexual assault of 11-year-old girl (Canadian Press) Canadian Press - LANGLEY, B.C. (CP) - Police have arrested a man in the kidnapping and sexual assault of an 11-year-old girl that frightened this suburban Vancouver community last week.",0,"11 жасар қызды ұрлау және сексуалдық зорлық-зомбылық бойынша күдікті айыпталды (Canadian Press) Canadian Press - ЛЭНГЛИ, Британдық Колумбия (CP) - Полиция өткен аптада Ванкувердің бұл қала маңындағы қауымдастықты қорқытқан 11 жасар қызды ұрлау және сексуалдық зорлық-зомбылық бойынша ер адамды қамауға алды.",World,World,World
"Russia's Putin once again heads ex-Soviet bloc (AFP) AFP - President Vladimir Putin took over once again as head of the CIS ex-Soviet bloc at a summit in the Kazakh capital Astana, the Interfax news agency reported.",0,"Ресейдің Путині тағы да бұрынғы Кеңес Одағы блогының басшысы болды (AFP) AFP - Президент Владимир Путин Қазақстан астанасы Астанада өткен саммитте ТМД бұрынғы Кеңес Одағы блогының басшысы ретінде тағы да қызметке кірісті, деп хабарлады Интерфакс ақпарат агенттігі.",World,World,World
"Toshiba to Unveil HD DVD Laptops in 2005 -- Paper  TOKYO (Reuters) - Japan's Toshiba Corp. &lt;A HREF=""http://www.reuters.co.uk/financeQuoteLookup.jhtml?ticker=6502.T qtype=sym infotype=info qcat=news""&gt;6502.T&lt;/A&gt; will  introduce laptop computers with HD DVD technology in December  2005, aiming to pressure rivals in the battle over formats for  next-generation DVDs, the Nihon Keizai daily said on Wednesday.",3,"Toshiba 2005 жылы HD DVD ноутбуктерін таныстырады -- Газет  ТОКИО (Reuters) - Жапонияның Toshiba Corp. &lt;A HREF=""http://www.reuters.co.uk/financeQuoteLookup.jhtml?ticker=6502.T qtype=sym infotype=info qcat=news""&gt;6502.T&lt;/A&gt; 2005 жылдың желтоқсан айында HD DVD технологиясымен ноутбук компьютерлерін таныстырады, келесі ұрпақ DVD форматтары үшін күресте бәсекелестерге қысым жасау мақсатында, деп сәрсенбі күні Nihon Keizai газеті хабарлады.",Sci/Tech,Sci/Tech,Sci/Tech
"Flying Cars Reportedly Still Decades Away (AP) AP - It's a frustrated commuter's escapist fantasy: literally lifting your car out of a clogged highway and soaring through the skies, landing just in time to motor into your driveway.",3,"Ұшатын көліктер әлі де ондаған жылдар бойы қол жетімсіз (AP) AP - Бұл кептелісте тұрған жүргізушілердің қиялы: көлігіңізді кептелген тас жолдан көтеріп, аспанға ұшып, дәл уақытында үйіңіздің кіреберісіне қону.",Sci/Tech,Sci/Tech,Sci/Tech
"The NFL is at its midway point. Time to hand out some awards It #39;s the NFL midseason, and I #39;ve done a pretty good job the last couple of months pretending I don #39;t cover the sport for SI.",1,"NFL өз ортасына жетті. Кейбір марапаттарды тапсыру уақыты келді. Бұл NFL маусымының ортасы, және мен соңғы бірнеше айда SI үшін спортты қамтымайтын сияқты көрінуге жақсы жұмыс жасадым.",Sports,Sports,Sports
"Delta Sees Much Wider 3rd-Qtr Loss  NEW YORK (Reuters) - Delta Air Lines Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=DAL.N target=/stocks/quickinfo/fullquote""&gt;DAL.N&lt;/A&gt; on Friday  forecast a much wider third-quarter loss than Wall Street had  estimated, citing weak domestic fares and a spike in fuel  costs, sending its shares down nearly 6 percent.",2,"Delta әуе компаниясы үшінші тоқсандағы шығынның айтарлықтай ұлғаюын күтуде  НЬЮ-ЙОРК (Reuters) - Delta Air Lines Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=DAL.N target=/stocks/quickinfo/fullquote""&gt;DAL.N&lt;/A&gt; жұма күні үшінші тоқсандағы шығынның Wall Street болжағаннан әлдеқайда үлкен болатынын мәлімдеді. Бұл әлсіз ішкі тарифтер мен жанармай шығындарының өсуіне байланысты, нәтижесінде оның акциялары шамамен 6 пайызға төмендеді.",Business,Business,Business
"Vilsack, Dean Jockey for Top DNC Post (AP) AP - Iowa Gov. Tom Vilsack told Democratic leaders on Friday he may seek the party's top job as the jockeying to replace chairman Terry McAuliffe intensified.",0,Вилсак пен Дин Демократиялық Ұлттық Комитеттің жоғарғы қызметі үшін күресуде (AP) AP - Айова губернаторы Том Вилсак жұма күні Демократиялық партияның жетекшілеріне Терри МакОлифтің орнына төрағалық қызметке үміткер болуды қарастырып жатқанын айтты.,World,World,World
 #39;Do or die #39; for cash-tight Delta Struggling Delta Air Lines #39; latest financials show its cash on hand has dipped below the point where some analysts say it must decide to file for bankruptcy.,2,"Ақша тапшылығымен күресіп жатқан Delta үшін ""жасау немесе өлу"" Delta Air Lines компаниясының соңғы қаржылық есептері кейбір сарапшылардың банкроттық туралы өтініш беру керек деп айтатын деңгейден төмен қолма-қол ақшасының азайғанын көрсетеді.",Business,Business,Business
"Order for Saudi tankers goes to Hyundai Heavy DUBAI Hyundai Heavy Industries, the world #39;s largest shipbuilder, has won a Saudi order for two large oil tankers as OPEC pumps near capacity, lifting supertanker prices.",2,"Саудиялық танкерлерге тапсырыс Hyundai Heavy-ге берілді

ДУБАЙ Hyundai Heavy Industries, әлемдегі ең ірі кеме жасаушы компания, ОПЕК өндірісті толық қуатта жүргізіп жатқандықтан және супертанкерлердің бағасы көтеріліп жатқандықтан, Саудиядан екі үлкен мұнай танкеріне тапсырыс алды.",Business,Business,Business
"Syracuse Guard Ruled Ineligible for Fall (AP) AP - Syracuse point guard Billy Edelin has been declared ineligible for the first semester of the academic year because he does not meet NCAA academic requirements, school officials said Tuesday.",1,"Сиракьюз қорғаушысы күзгі маусымға жарамсыз деп танылды (AP) AP - Сиракьюз университетінің қорғаушысы Билли Эделин оқу жылының бірінші семестріне академиялық талаптарға сәйкес келмегендіктен жарамсыз деп танылды, деп мәлімдеді мектеп өкілдері сейсенбі күні.",Sports,Sports,Sports
"Greenspan: Economy Regaining Traction  WASHINGTON (Reuters) - The U.S. economy is pulling out of  its recent soft patch and appears to be picking up steam,  Federal Reserve chief Alan Greenspan said on Wednesday in  remarks economists saw as cementing a September rate rise.",2,"Гринспен: Экономика қайтадан қарқын алуда

ВАШИНГТОН (Reuters) - АҚШ экономикасы соңғы уақыттағы әлсіз кезеңнен шығып, қарқын ала бастаған сияқты, деп сәрсенбі күні Федералдық резерв жүйесінің басшысы Алан Гринспен мәлімдеді. Экономистер бұл мәлімдемені қыркүйек айында пайыздық мөлшерлеменің көтерілуін нығайту ретінде қабылдады.",Business,Business,Business
Sox punish cocky Yankees BOSTONThese Yankees are an arrogant bunch. Six consecutive first-place finishes tend to do that. But very rarely do you see a team in the heat of a pennant race facing the team chasing them send out a starting pitcher just to see him get work.,1,Сокс мақтаншақ Янкилерді жазалады БОСТОН Бұл Янкилер тәкаппар топ. Алты рет қатарынан бірінші орынды иелену осындай әсер қалдырады. Бірақ өте сирек жағдайда сіз чемпиондық жарыстың қызған кезінде өздерін қуып келе жатқан командаға қарсы ойнап жатқан команданың бастапқы питчерін тек жұмыс істеу үшін жібергенін көресіз.,Sports,Sports,Sports
"Russian atmosphere hard for Westerners The government has eviscerated Russia #39;s Western-style oil company, Yukos, in what has been widely viewed as political payback.",2,"Ресей атмосферасы батыстықтар үшін қиын Ресей үкіметі Батыс стиліндегі мұнай компаниясы Юкосты жойып жіберді, бұл көпшілік тарапынан саяси кек алу ретінде қарастырылды.",Business,Business,Business
"Selig Welcomes Government Help In Steroids Scandal NEW YORK -- Baseball commissioner Bud Selig said Monday he would accept government intervention on steroid testing if the players #39; association refuses to change the current rules, which run for two more years.",1,"Селиг стероидтер жанжалында үкіметтің көмегін құптайды

НЬЮ-ЙОРК -- Бейсбол комиссары Бад Селиг дүйсенбі күні егер ойыншылар қауымдастығы қазіргі ережелерді өзгертуге келіспесе, үкіметтің стероидтерді тексеру бойынша араласуын қабылдайтынын айтты. Қазіргі ережелер тағы екі жылға созылады.",Sports,Sports,Sports
Obesity Solution: Nuke It Eying that juicy steak but worried about your waistline? Sharp says it has developed a new fat-busting microwave oven that can melt some of your worries away.,3,"Семіздікке шешім: Оны жою Шырынды стейкті көріп, бірақ бел сызығыңыз туралы алаңдап отырсыз ба? Sharp компаниясы сіздің кейбір уайымдарыңызды жоя алатын жаңа майды ерітетін микротолқынды пешті әзірлегенін айтады.",Sci/Tech,Sci/Tech,Sci/Tech
"New strain of Skulls Trojan hits smart phones Mobile phones running Symbian's Series 60 operating system are the target of a new strain of the Skulls Trojan horse program. The new Trojan comes with the Cabir.B worm, which, unlike the first version of the virus, can spread to other phones within reach of Bluetooth broadcasting range.",3,"Symbian's Series 60 операциялық жүйесінде жұмыс істейтін ұялы телефондар Skulls трояндық бағдарламасының жаңа түрінің нысанасына айналды. Жаңа троян Cabir.B құрт вирусымен бірге келеді, ол вирустың алғашқы нұсқасынан айырмашылығы, Bluetooth тарату ауқымындағы басқа телефондарға тарала алады.",Sci/Tech,Sci/Tech,Sci/Tech
"Sneaky Sharing (PC World) PC World - Despite well-publicized wins by piracy foes, illegal digital music and movie trading continues to flourish in underground havens.",3,"Жасырын бөлісу (PC World) PC World - Қарақшылыққа қарсы күресушілердің кеңінен жарияланған жеңістеріне қарамастан, заңсыз сандық музыка мен фильм алмасу жерасты орындарында өркендеуді жалғастыруда.",Sci/Tech,Sci/Tech,Sci/Tech
"Dell AC Adaptors Recalled October 8, 2004 - Dell Inc. is recalling about 2.9 million AC adapters nationwide_ 4.4 million worldwide_ used with notebook personal computers because they can overheat and cause a fire and electrical shock ",3,"Dell айнымалы ток адаптерлері қайтарылып алынды 2004 жылғы 8 қазан - Dell Inc. ноутбук дербес компьютерлерімен қолданылатын шамамен 2,9 миллион айнымалы ток адаптерлерін ел бойынша, 4,4 миллионды әлем бойынша қайтарып алуда, себебі олар қызып кетіп, өрт және электр соққысын тудыруы мүмкін.",Sci/Tech,Sci/Tech,Business
"Japan snubs Russian proposal, says it wants all disputed Kuril &lt;b&gt;...&lt;/b&gt; TOKYO: Japan said it wanted Russia to return all four Kuril islands, snubbing Moscow #39;s renewed talk of returning two of them to end the dispute that has prevented the countries from formally ending World War II.",0,"Жапония Ресейдің ұсынысын қабылдамай, барлық даулы Курил аралдарын қайтаруды талап етті. ТОКИО: Жапония Ресейден барлық төрт Курил аралын қайтаруды талап етті, Мәскеудің олардың екеуін қайтару туралы жаңартылған ұсынысын қабылдамай, бұл елдердің Екінші дүниежүзілік соғысты ресми түрде аяқтауына кедергі келтіріп отырған дауды шешуге бағытталған.",World,World,World
Oracle Profit Rises on Software Demand  SAN FRANCISCO (Reuters) - Oracle Corp. on Tuesday reported  a higher quarterly profit as the world's second largest  software company benefited from steady demand for its flagship  database software.,2,"Oracle-дың пайдасы бағдарламалық қамтамасыз етуге деген сұраныстың артуымен өсті

САН-ФРАНЦИСКО (Reuters) - Oracle Corp. сейсенбі күні тоқсандық пайдасының өскенін хабарлады, себебі әлемдегі екінші ірі бағдарламалық қамтамасыз ету компаниясы өзінің негізгі дерекқор бағдарламалық қамтамасыз етуіне тұрақты сұраныстан пайда көрді.",Business,Business,Business
"Iraq Mortar Attack Kills 25, Sistani Heads to Najaf  NAJAF, Iraq (Reuters) - A mortar attack on a packed mosque  in the town of Kufa on Thursday killed at least 25 people as  Iraq's most influential Shi'ite cleric headed to the nearby  holy city of Najaf to try to end a bloody three-week uprising.",0,"Ирактағы миномет шабуылы 25 адамды өлтірді, Систани Нажафқа бет алды

НАЖАФ, Ирак (Reuters) - Бейсенбі күні Куфа қаласындағы толы мешітке жасалған миномет шабуылы кем дегенде 25 адамды өлтірді, ал Ирактың ең ықпалды шиит дінбасы жақын маңдағы қасиетті Нажаф қаласына үш аптаға созылған қанды көтерілісті тоқтатуға тырысу үшін бет алды.",World,World,World
UN calls emergency meeting over Israeli onslaught The UN Security Council called an emergency meeting Monday at the request of Arab nations to consider a resolution demanding an immediate halt to a major Israeli offensive in the northern Gaza Strip.,0,БҰҰ Израиль шабуылына байланысты шұғыл жиналыс шақырды БҰҰ Қауіпсіздік Кеңесі дүйсенбі күні араб елдерінің өтініші бойынша солтүстік Газа секторындағы ірі Израиль шабуылын дереу тоқтатуды талап ететін қарарды қарастыру үшін шұғыл жиналыс шақырды.,World,World,World
"Discoverer of DNA Fingerprinting Has Concerns About Technology One morning 20 years ago, Alec Jeffreys stumbled upon DNA fingerprinting, identifying the patterns of genetic material that are unique to almost every individual. The discovery revolutionized everything from criminal investigations to family law.",3,"ДНҚ саусақ ізі технологиясын ашқан ғалым технологияға қатысты алаңдаушылық білдіруде 20 жыл бұрын бір таңертең, Алек Джеффрис ДНҚ саусақ ізін анықтап, әрбір дерлік адамға тән генетикалық материалдың үлгілерін тапты. Бұл жаңалық қылмыстық тергеулерден бастап отбасылық құқыққа дейінгі барлық саланы төңкерді.",Sci/Tech,Sci/Tech,Sci/Tech
"UPDATE 3-Sonic, Asbury cut earnings estimates, stocks fall Shares of Sonic Automotive Inc. (SAH.N: Quote, Profile, Research) and Asbury Automotive Group Inc. (ABG.N: Quote, Profile, Research) fell sharply on Tuesday after both car dealership ",2,"Sonic және Asbury табыс болжамдарын төмендетті, акциялар құлдырады Sonic Automotive Inc. (SAH.N: Quote, Profile, Research) және Asbury Automotive Group Inc. (ABG.N: Quote, Profile, Research) компанияларының акциялары сейсенбі күні күрт төмендеді, өйткені екі автокөлік дилерлік компаниясы да табыс болжамдарын төмендетті.",Business,Business,Business
"Orioles 8, Devil Rays 0 Javy Lopez drove in four runs, Daniel Cabrera became the first rookie to win 10 games this season, and the Baltimore Orioles held the Tampa Bay Devil Rays to two hits in an 8-0 victory.",1,"Ориолес 8, Девил Рейс 0. Хави Лопес төрт ұпай жинады, Дэниел Кабрера осы маусымда 10 ойын жеңген алғашқы жаңа ойыншы болды, және Балтимор Ориолес Тампа Бэй Девил Рейс командасын 8-0 есебімен жеңіп, екі соққыға ұстады.",Sports,Sports,Sports
"Blockbuster Cuts Online Price, Challenges Netflix (Reuters) Reuters - Video chain Blockbuster Inc on\Friday said it would lower the price of its online DVD rentals\to undercut a similar move by Netflix Inc. that sparked a stock\a sell-off of both companies' shares.",3,"Блокбастер онлайн бағасын төмендетіп, Netflix-ке қарсы шықты (Reuters) Reuters - Бейнежазба желісі Blockbuster Inc жұма күні өзінің онлайн DVD жалға алу бағасын төмендететінін мәлімдеді, бұл Netflix Inc компаниясының акцияларының сатылуына себеп болған ұқсас қадамды басып озу үшін жасалған.",Sci/Tech,Business,Business
"Broadcaster Donates  #36;325,000 to GOP (AP) AP - One of the state's biggest broadcasters has given 13 Republican county committees  #36;325,000 worth of free air time to promote candidates on its radio and television stations throughout California.",0,"Штаттың ең ірі хабар таратушыларының бірі 13 республикалық округтік комитеттерге Калифорния бойынша өз радио және теледидар станцияларында кандидаттарды насихаттау үшін 325,000 доллар көлемінде тегін эфир уақытын берді.",World,Business,Business
"Yahoo Doubles Free E-Mail Storage Limits Yahoo Inc. is more than doubling its limits on free e-mail storage in its latest move to combat two of its biggest rivals, Google Inc. and Microsoft Corp.",3,Yahoo тегін электрондық пошта сақтау шектерін екі есеге арттырады Yahoo Inc. өзінің ең үлкен екі бәсекелесі Google Inc. және Microsoft Corp.-пен күресу үшін соңғы қадамында тегін электрондық пошта сақтау шектерін екі еседен астам арттырып жатыр.,Sci/Tech,Sci/Tech,Sci/Tech
Bush video awarded Turner Prize Artist Jeremy Deller wins this year's Turner Prize for a film about US President George Bush's home town.,0,Буш туралы бейнебаян Тёрнер сыйлығын алды. Суретші Джереми Деллер АҚШ президенті Джордж Буштың туған қаласы туралы фильм үшін биылғы Тёрнер сыйлығын жеңіп алды.,World,World,World
"Qwest to pay \$250 mn to settle with SEC Qwest Communications International, the US telecommunications group, is understood to have agreed to pay \$250 million to end a two-year federal probe of alleged fraudulent accounting practices employed by former management.",2,Qwest АҚШ-тың телекоммуникациялық тобы Qwest Communications International бұрынғы басшылық қолданған алаяқтық есеп практикасына қатысты екі жылдық федералдық тергеуді аяқтау үшін 250 миллион доллар төлеуге келіскені түсінікті.,Business,Business,Business
"Storage, servers bruise HP earnings update Earnings per share rise compared with a year ago, but company misses analysts' expectations by a long shot.",3,"Сақтау құрылғылары мен серверлер HP компаниясының табыс жаңартуларына әсер етті. Бір жыл бұрынғы көрсеткіштермен салыстырғанда акцияға шаққандағы табыс өсті, бірақ компания сарапшылардың болжамдарын айтарлықтай ақтай алмады.",Sci/Tech,Business,Business
Spurrier expected to replace Holtz Lou Holtz wanted his South Carolina players to focus on their game against Clemson. They suddenly have a lot more on their minds. Holtz will retire as coach at South Carolina ,1,Спурриер Холцтың орнын басады деп күтілуде Лу Холц Оңтүстік Каролина ойыншыларының назарын Клемсонға қарсы ойынға аударуды қалады. Олар кенеттен ойларында көп нәрсе бар. Холц Оңтүстік Каролинада жаттықтырушы қызметінен кетеді.,Sports,Sports,Sports
"Yao Thrills Capacity Crowd at First China NBA Game (Reuters) Reuters - Yao Ming's Houston Rockets squeezed\past the Sacramento Kings on Thursday in the first NBA game to\be played in China, a country the fast-growing basketball\league deems a potential marketing mecca.",1,Яо Қытайдағы алғашқы NBA ойынында көрермендерді таң қалдырды (Reuters) Reuters - Яо Миннің Хьюстон Рокетс командасы бейсенбі күні Қытайда өткен алғашқы NBA ойынында Сакраменто Кингз командасынан озып шықты. Жылдам дамып келе жатқан баскетбол лигасы бұл елді маркетингтік мекке ретінде қарастырады.,Sports,Sports,Sports
"Streaking Astros Clock Reds 11-5 (AP) AP - Astros pitcher Brandon Backe hit his first career homer, a two-run shot, and allowed one run in seven innings to keep Houston in the thick of the NL wild-card chase with an 11-5 rout of the Cincinnati Reds on Monday.",1,"Астростардың жеңісті сериясы Редсті 11-5 есебімен жеңді (AP) AP - Астростардың питчері Брэндон Баке өзінің мансабындағы алғашқы хоумранды соғып, екі ұпай жинады және жеті иннингте бір ғана ұпай жіберіп, дүйсенбі күні Цинциннати Редсті 11-5 есебімен жеңіп, Хьюстонды Ұлттық лиганың уайлд-кард жарысында сақтап қалды.",Sports,Sports,Sports
"Bailout plan shelved for Donald Trump #39;s casinos A proposed bailout of Donald J. Trump #39;s casino company has been shelved, and Trump now says he may take the company private. The company #39;s shares fell 10 percent.",2,"Дональд Трамптың казиноларына арналған құтқару жоспары тоқтатылды Дональд Дж. Трамптың казино компаниясына ұсынылған құтқару жоспары тоқтатылды, және Трамп енді компанияны жеке меншікке айналдыруы мүмкін екенін айтты. Компанияның акциялары 10 пайызға төмендеді.",Business,Business,Business
"Unctad optimistic on global FDI inflows The United Nations Conference on Trade and Development (Unctad) on Wednesday said that though global inflows of FDI fell in 2003 for the third year in a row to \$560 billion, prospects for the current year are promising.",2,"ЮНКТАД жаһандық ТШИ ағындарына қатысты оптимистік көзқараста БҰҰ Сауда және даму жөніндегі конференциясы (ЮНКТАД) сәрсенбі күні 2003 жылы жаһандық ТШИ ағындары қатарынан үшінші жылға \$560 миллиардқа дейін төмендегеніне қарамастан, ағымдағы жылға арналған болжамдар үмітті екенін айтты.",Business,Business,Business
"UK to Host Mideast Conference: Report LONDON , December 6 (IslamOnline.net  amp; News Agencies) - Britain received a green light from Washington to host a conference on Middle East peace after the Palestinian presidential elections, a British news paper reported Monday, December 6.",0,"Ұлыбритания Таяу Шығыс конференциясын өткізеді: Есеп ЛОНДОН, 6 желтоқсан (IslamOnline.net & News Agencies) - Ұлыбритания Палестина президенттік сайлауынан кейін Таяу Шығыстағы бейбітшілік бойынша конференция өткізу үшін Вашингтоннан жасыл жарық алды, деп дүйсенбі, 6 желтоқсан күні британдық газет хабарлады.",World,World,World
"Ukraine opposition seeks legal changes KIEV -- Opposition leader Viktor Yushchenko yesterday pressed for the prime minister's removal from office, dismissal of electoral officials, and new legislation to guard against fraud in a new presidential runoff, warning that his supporters would continue to blockade government offices until outgoing President Leonid D. Kuchma meets those demands.",0,"Украина оппозициясы заңнамалық өзгерістерді талап етеді КИЕВ -- Оппозиция жетекшісі Виктор Ющенко кеше премьер-министрді қызметінен босатуды, сайлау шенеуніктерін жұмыстан шығаруды және жаңа президенттік сайлауда алаяқтыққа қарсы қорғау үшін жаңа заңнаманы талап етті, оның жақтастары осы талаптар орындалмайынша, қызметтен кетіп жатқан Президент Леонид Д. Кучма бұл талаптарды орындамайынша, үкімет кеңселерін қоршауды жалғастыратынын ескертті.",World,World,World
"Dollar Extends Recovery Against Euro, Yen The dollar rebounded for a second session on Thursday as traders and investors took profits on bets against the US currency before the year draws to a close.",2,"Доллар еуро мен иенге қарсы қалпына келуін жалғастыруда Бейсенбі күні доллар екінші сессияда қалпына келді, себебі трейдерлер мен инвесторлар жыл аяқталуға жақындағанда АҚШ валютасына қарсы бәс тігулерден пайда тапты.",Business,Business,Business
"After Wait, Google Set for Market Debut  NEW YORK (Reuters) - Shares of Google Inc. will make their  Nasdaq stock market debut on Thursday after the year's most  anticipated initial public offering priced far below initial  estimates, raising \$1.67 billion.",2,"Күтуден кейін, Google нарыққа шығуға дайын  НЬЮ-ЙОРК (Reuters) - Google Inc. акциялары бейсенбі күні Nasdaq қор нарығында дебют жасайды, жылдың ең күтілген бастапқы жария ұсынысы бастапқы бағалаулардан әлдеқайда төмен бағаланып, 1.67 миллиард доллар жинады.",Business,Business,Business
"Arafat #39;s nephew not ruling out poison as cause of death While Yasser Arafat #39;s nephew says toxicology tests on his uncle show no poisons were found in his system, Arafat #39;s nephew isn #39;t ruling that out as a cause of death.",0,"Арафаттың жиені өлім себебі ретінде улануды жоққа шығармайды Ясир Арафаттың жиені оның ағасының ағзасында улану белгілері табылмағанын көрсететін токсикологиялық тесттер бар екенін айтса да, Арафаттың жиені өлім себебі ретінде улануды жоққа шығармайды.",World,World,World
