id,title,context,question,answers,gold_answer,pred_en_basic
56e1cbe2cd28a01900c67baf,Computational_complexity_theory,"The most commonly used reduction is a polynomial-time reduction. This means that the reduction process takes polynomial time. For example, the problem of squaring an integer can be reduced to the problem of multiplying two integers. This means an algorithm for multiplying two integers can be used to square an integer. Indeed, this can be done by giving the same input to both inputs of the multiplication algorithm. Thus we see that squaring is not more difficult than multiplication, since squaring can be reduced to multiplication.",What would need to remain constant in a multiplication algorithm to produce the same outcome whether multiplying or squaring two integers?  ,"{'text': ['input', 'input', 'input'], 'answer_start': [364, 364, 364]}",input,The same input
5727f5622ca10214002d9a45,Doctor_Who,"The BBC drama department's serials division produced the programme for 26 seasons, broadcast on BBC 1. Falling viewing numbers, a decline in the public perception of the show and a less-prominent transmission slot saw production suspended in 1989 by Jonathan Powell, controller of BBC 1. Although (as series co-star Sophie Aldred reported in the documentary Doctor Who: More Than 30 Years in the TARDIS) it was effectively, if not formally, cancelled with the decision not to commission a planned 27th series of the show for transmission in 1990, the BBC repeatedly affirmed that the series would return.",Who ended the series in 1989?,"{'text': ['Jonathan Powell', 'Jonathan Powell', 'Jonathan Powell'], 'answer_start': [250, 250, 250]}",Jonathan Powell,Jonathan Powell
56d70d240d65d21400198326,Super_Bowl_50,The Panthers used the San Jose State practice facility and stayed at the San Jose Marriott. The Broncos practiced at Stanford University and stayed at the Santa Clara Marriott.,Where did the Panthers practice for the Super Bowl?,"{'text': ['San Jose State practice facility', 'the San Jose State practice facility', 'San Jose State'], 'answer_start': [22, 18, 22]}",San Jose State practice facility,San Jose State practice facility
57286bf84b864d19001649d4,University_of_Chicago,"In literature, author of the New York Times bestseller Before I Fall Lauren Oliver, Pulitzer Prize winning novelist Philip Roth, Canadian-born Pulitzer Prize and Nobel Prize for Literature winning writer Saul Bellow, political philosopher, literary critic and author of the New York Times bestseller ""The Closing of the American Mind"" Allan Bloom, ''The Good War"" author Studs Terkel, American writer, essayist, filmmaker, teacher, and political activist Susan Sontag, analytic philosopher and Stanford University Professor of Comparative Literature Richard Rorty, and American writer and satirist Kurt Vonnegut are notable alumni.","What alumni wrote ""The Closing of the American Mind""?","{'text': ['Allan Bloom', 'Allan Bloom', 'Allan Bloom'], 'answer_start': [335, 335, 335]}",Allan Bloom,Allan Bloom
571127a5a58dae1900cd6cc6,Steam_engine,"The first full-scale working railway steam locomotive was built by Richard Trevithick in the United Kingdom and, on 21 February 1804, the world's first railway journey took place as Trevithick's unnamed steam locomotive hauled a train along the tramway from the Pen-y-darren ironworks, near Merthyr Tydfil to Abercynon in south Wales. The design incorporated a number of important innovations that included using high-pressure steam which reduced the weight of the engine and increased its efficiency. Trevithick visited the Newcastle area later in 1804 and the colliery railways in north-east England became the leading centre for experimentation and development of steam locomotives.",Where did the world's first railway journey terminate?,"{'text': ['Abercynon', 'Abercynon in south Wales', 'Abercynon'], 'answer_start': [309, 309, 309]}",Abercynon,Abercynon
572872822ca10214002da376,Yuan_dynasty,"The final years of the Yuan dynasty were marked by struggle, famine, and bitterness among the populace. In time, Kublai Khan's successors lost all influence on other Mongol lands across Asia, while the Mongols beyond the Middle Kingdom saw them as too Chinese. Gradually, they lost influence in China as well. The reigns of the later Yuan emperors were short and marked by intrigues and rivalries. Uninterested in administration, they were separated from both the army and the populace, and China was torn by dissension and unrest. Outlaws ravaged the country without interference from the weakening Yuan armies.",Who were later Yuan emperors isolated from?,"{'text': ['both the army and the populace', 'army and the populace', 'the army and the populace'], 'answer_start': [455, 464, 460]}",both the army and the populace,the army and the populace
572982e66aef051400154f92,Prime_number,"The following table gives the largest known primes of the mentioned types. Some of these primes have been found using distributed computing. In 2009, the Great Internet Mersenne Prime Search project was awarded a US$100,000 prize for first discovering a prime with at least 10 million digits. The Electronic Frontier Foundation also offers $150,000 and $250,000 for primes with at least 100 million digits and 1 billion digits, respectively. Some of the largest primes not known to have any particular form (that is, no simple formula such as that of Mersenne primes) have been found by taking a piece of semi-random binary data, converting it to a number n, multiplying it by 256k for some positive integer k, and searching for possible primes within the interval [256kn + 1, 256k(n + 1) − 1].[citation needed]",What is the name of one type of computing method that is used to find prime numbers?,"{'text': ['distributed computing', 'distributed computing', 'distributed', 'distributed computing', 'distributed computing'], 'answer_start': [118, 118, 118, 118, 118]}",distributed computing,distributed computing
572825a92ca10214002d9eff,Civil_disobedience,"Civil disobedients have chosen a variety of different illegal acts. Bedau writes, ""There is a whole class of acts, undertaken in the name of civil disobedience, which, even if they were widely practiced, would in themselves constitute hardly more than a nuisance (e.g. trespassing at a nuclear-missile installation)...Such acts are often just a harassment and, at least to the bystander, somewhat inane...The remoteness of the connection between the disobedient act and the objectionable law lays such acts open to the charge of ineffectiveness and absurdity."" Bedau also notes, though, that the very harmlessness of such entirely symbolic illegal protests toward public policy goals may serve a propaganda purpose. Some civil disobedients, such as the proprietors of illegal medical cannabis dispensaries and Voice in the Wilderness, which brought medicine to Iraq without the permission of the U.S. Government, directly achieve a desired social goal (such as the provision of medication to the sick) while openly breaking the law. Julia Butterfly Hill lived in Luna, a 180-foot (55 m)-tall, 600-year-old California Redwood tree for 738 days, successfully preventing it from being cut down.",Bedau notes that illegal protests towards public policy may serve as what purpose?,"{'text': ['propaganda', 'propaganda', 'propaganda', 'propaganda', 'just a harassment'], 'answer_start': [696, 696, 696, 696, 338]}",propaganda,propaganda purpose
57108d69b654c5140001f983,Huguenot,"After the revocation of the Edict of Nantes, the Dutch Republic received the largest group of Huguenot refugees, an estimated total of 75,000 to 100,000 people. Amongst them were 200 clergy. Many came from the region of the Cévennes, for instance, the village of Fraissinet-de-Lozère. This was a huge influx as the entire population of the Dutch Republic amounted to ca. 2 million at that time. Around 1700, it is estimated that nearly 25% of the Amsterdam population was Huguenot.[citation needed] In 1705, Amsterdam and the area of West Frisia were the first areas to provide full citizens rights to Huguenot immigrants, followed by the Dutch Republic in 1715. Huguenots intermarried with Dutch from the outset.",What country initially received the largest number of Huguenot refugees?,"{'text': ['the Dutch Republic', 'Dutch Republic', 'Dutch Republic'], 'answer_start': [45, 49, 49]}",the Dutch Republic,Dutch Republic
572a1a5c6aef051400155286,Economic_inequality,"While acknowledging the central role economic growth can potentially play in human development, poverty reduction and the achievement of the Millennium Development Goals, it is becoming widely understood amongst the development community that special efforts must be made to ensure poorer sections of society are able to participate in economic growth. The effect of economic growth on poverty reduction – the growth elasticity of poverty – can depend on the existing level of inequality. For instance, with low inequality a country with a growth rate of 2% per head and 40% of its population living in poverty, can halve poverty in ten years, but a country with high inequality would take nearly 60 years to achieve the same reduction. In the words of the Secretary General of the United Nations Ban Ki-Moon: ""While economic growth is necessary, it is not sufficient for progress on reducing poverty.""",What does it take a country with high inequality longer to achieve?,"{'text': ['reduction', 'halve poverty', 'halve poverty'], 'answer_start': [726, 616, 616]}",reduction,Halve poverty.
5711619950c2381900b54ab3,Steam_engine,"The next major step occurred when James Watt developed (1763–1775) an improved version of Newcomen's engine, with a separate condenser. Boulton and Watt's early engines used half as much coal as John Smeaton's improved version of Newcomen's. Newcomen's and Watt's early engines were ""atmospheric"". They were powered by air pressure pushing a piston into the partial vacuum generated by condensing steam, instead of the pressure of expanding steam. The engine cylinders had to be large because the only usable force acting on them was due to atmospheric pressure.","In an atmospheric engine, what does air pressure push against?","{'text': ['piston', 'a piston', 'piston', 'a piston'], 'answer_start': [342, 340, 342, 340]}",piston,a piston
5727f05b4b864d190016406c,Economic_inequality,"An important factor in the creation of inequality is variation in individuals' access to education. Education, especially in an area where there is a high demand for workers, creates high wages for those with this education, however, increases in education first increase and then decrease growth as well as income inequality. As a result, those who are unable to afford an education, or choose not to pursue optional education, generally receive much lower wages. The justification for this is that a lack of education leads directly to lower incomes, and thus lower aggregate savings and investment. Conversely, education raises incomes and promotes growth because it helps to unleash the productive potential of the poor.",What are those with lower incomes less likely to have in order to prepare for the future?,"{'text': ['savings and investment', 'education,', 'education'], 'answer_start': [578, 374, 418]}",savings and investment,aggregate savings and investment
5725bc7138643c19005acc1f,Apollo_program,"On April 12, 1961, Soviet cosmonaut Yuri Gagarin became the first person to fly in space, reinforcing American fears about being left behind in a technological competition with the Soviet Union. At a meeting of the US House Committee on Science and Astronautics one day after Gagarin's flight, many congressmen pledged their support for a crash program aimed at ensuring that America would catch up. Kennedy was circumspect in his response to the news, refusing to make a commitment on America's response to the Soviets.",How many days after Gagarin's flight did the US House Committee on Science and Astronautics meet?,"{'text': ['one day', 'one', 'one', 'one', 'one day'], 'answer_start': [262, 262, 262, 262, 262]}",one day,one day
5725cc38ec44d21400f3d5bc,European_Union_law,"The principal Treaties that form the European Union began with common rules for coal and steel, and then atomic energy, but more complete and formal institutions were established through the Treaty of Rome 1957 and the Maastricht Treaty 1992 (now: TFEU). Minor amendments were made during the 1960s and 1970s. Major amending treaties were signed to complete the development of a single, internal market in the Single European Act 1986, to further the development of a more social Europe in the Treaty of Amsterdam 1997, and to make minor amendments to the relative power of member states in the EU institutions in the Treaty of Nice 2001 and the Treaty of Lisbon 2007. Since its establishment, more member states have joined through a series of accession treaties, from the UK, Ireland, Denmark and Norway in 1972 (though Norway did not end up joining), Greece in 1979, Spain and Portugal 1985, Austria, Finland, Norway and Sweden in 1994 (though again Norway failed to join, because of lack of support in the referendum), the Czech Republic, Cyprus, Estonia, Hungary, Latvia, Lithuania, Malta, Poland, Slovakia and Slovenia in 2004, Romania and Bulgaria in 2007 and Croatia in 2013. Greenland signed a Treaty in 1985 giving it a special status.",Which two treaties provided more formal institutions of the European Union?,"{'text': ['Treaty of Rome 1957 and the Maastricht Treaty 1992', 'the Treaty of Rome 1957 and the Maastricht Treaty 1992', 'the Treaty of Rome 1957 and the Maastricht Treaty 1992 (now: TFEU)', 'the Treaty of Rome 1957 and the Maastricht Treaty 1992 (now: TFEU)'], 'answer_start': [191, 187, 187, 187]}",Treaty of Rome 1957 and the Maastricht Treaty 1992,"Treaty of Rome 1957, Maastricht Treaty 1992"
571cebc05efbb31900334e48,Oxygen,"Highly concentrated sources of oxygen promote rapid combustion. Fire and explosion hazards exist when concentrated oxidants and fuels are brought into close proximity; an ignition event, such as heat or a spark, is needed to trigger combustion. Oxygen is the oxidant, not the fuel, but nevertheless the source of most of the chemical energy released in combustion. Combustion hazards also apply to compounds of oxygen with a high oxidative potential, such as peroxides, chlorates, nitrates, perchlorates, and dichromates because they can donate oxygen to a fire.",What can concentrated oxygen produce?,"{'text': ['rapid combustion', 'rapid combustion', 'rapid combustion', 'rapid combustion', 'rapid combustion'], 'answer_start': [46, 46, 46, 46, 46]}",rapid combustion,rapid combustion
572949306aef051400154c6b,Intergovernmental_Panel_on_Climate_Change,"Another example of scientific research which suggests that previous estimates by the IPCC, far from overstating dangers and risks, have actually understated them is a study on projected rises in sea levels. When the researchers' analysis was ""applied to the possible scenarios outlined by the Intergovernmental Panel on Climate Change (IPCC), the researchers found that in 2100 sea levels would be 0.5–1.4 m [50–140 cm] above 1990 levels. These values are much greater than the 9–88 cm as projected by the IPCC itself in its Third Assessment Report, published in 2001"". This may have been due, in part, to the expanding human understanding of climate.",When was the Third Assessment Report published?,"{'text': ['2001', '2001', '2001'], 'answer_start': [563, 563, 563]}",2001,2001
572685d1f1498d1400e8e2a0,American_Broadcasting_Company,"Edward John Noble, the owner of Life Savers candy, drugstore chain Rexall and New York City radio station WMCA, purchased the network for $8 million. Due to FCC ownership rules, the transaction, which was to include the purchase of three RCA stations by Noble, would require him to resell his station with the FCC's approval. The Commission authorized the transaction on October 12, 1943. Soon afterward, the Blue Network was purchased by the new company Noble founded, the American Broadcasting System. Noble subsequently acquired the rights to the ""American Broadcasting Company"" name from George B. Storer in 1944; its parent company adopted the corporate name American Broadcasting Companies, Inc. Woods retained his position as president and CEO of ABC until December 1949, and was subsequently promoted to vice-chairman of the board before leaving ABC altogether on June 30, 1951.",Who did Noble acquire the rights to the American Broadcasting Company name from?,"{'text': ['George B. Storer', 'George B. Storer', '1944'], 'answer_start': [592, 592, 612]}",George B. Storer,George B. Storer
5725db98ec44d21400f3d6c7,"Fresno,_California","The neighborhood of Sunnyside is on Fresno's far southeast side, bounded by Chestnut Avenue to the West. Its major thoroughfares are Kings Canyon Avenue and Clovis Avenue. Although parts of Sunnyside are within the City of Fresno, much of the neighborhood is a ""county island"" within Fresno County. Largely developed in the 1950s through the 1970s, it has recently experienced a surge in new home construction. It is also the home of the Sunnyside Country Club, which maintains a golf course designed by William P. Bell.",When was most of Sunnside developed?,"{'text': ['1950s through the 1970s', '1950s through the 1970s', '1950s through the 1970s'], 'answer_start': [324, 324, 324]}",1950s through the 1970s,1950s through the 1970s
56e10412e3433e1400422abb,Nikola_Tesla,"Tesla invented a steam-powered mechanical oscillator—Tesla's oscillator. While experimenting with mechanical oscillators at his Houston Street lab, Tesla allegedly generated a resonance of several buildings. As the speed grew, it is said that the machine oscillated at the resonance frequency of his own building and, belatedly realizing the danger, he was forced to use a sledge hammer to terminate the experiment, just as the police arrived.:162–164 In February 1912, an article—""Nikola Tesla, Dreamer"" by Allan L. Benson—was published in World Today, in which an artist's illustration appears showing the entire earth cracking in half with the caption, ""Tesla claims that in a few weeks he could set the earth's crust into such a state of vibration that it would rise and fall hundreds of feet and practically destroy civilization. A continuation of this process would, he says, eventually split the earth in two.""",Where did he work on the oscillators?,"{'text': ['Houston Street lab', 'his Houston Street lab', 'his Houston Street lab'], 'answer_start': [128, 124, 124]}",Houston Street lab,Houston Street lab
5706074552bb8914006897d6,Southern_California,"Southern California consists of one Combined Statistical Area, eight Metropolitan Statistical Areas, one international metropolitan area, and multiple metropolitan divisions. The region is home to two extended metropolitan areas that exceed five million in population. These are the Greater Los Angeles Area at 17,786,419, and San Diego–Tijuana at 5,105,768. Of these metropolitan areas, the Los Angeles-Long Beach-Santa Ana metropolitan area, Riverside-San Bernardino-Ontario metropolitan area, and Oxnard-Thousand Oaks-Ventura metropolitan area form Greater Los Angeles; while the El Centro metropolitan area and San Diego-Carlsbad-San Marcos metropolitan area form the Southern Border Region. North of Greater Los Angeles are the Santa Barbara, San Luis Obispo, and Bakersfield metropolitan areas.",Each of the extended metropolitan areas has a population that exceeds what number?,"{'text': ['five million', 'five million', 'five million'], 'answer_start': [241, 241, 241]}",five million,five million
56e0bcc0231d4119001ac36d,Nikola_Tesla,"Tesla was born on 10 July [O.S. 28 June] 1856 into a Serb family in the village of Smiljan, Austrian Empire (modern-day Croatia). His father, Milutin Tesla, was a Serbian Orthodox priest. Tesla's mother, Đuka Tesla (née Mandić), whose father was also an Orthodox priest,:10 had a talent for making home craft tools, mechanical appliances, and the ability to memorize Serbian epic poems. Đuka had never received a formal education. Nikola credited his eidetic memory and creative abilities to his mother's genetics and influence. Tesla's progenitors were from western Serbia, near Montenegro.:12",What was Tesla's mother's name?,"{'text': ['Đuka Tesla', 'Đuka Tesla', 'Đuka Tesla (née Mandić)'], 'answer_start': [204, 204, 204]}",Đuka Tesla,Đuka Tesla
5727dc473acd2414000dee43,Harvard_University,"Harvard has several athletic facilities, such as the Lavietes Pavilion, a multi-purpose arena and home to the Harvard basketball teams. The Malkin Athletic Center, known as the ""MAC"", serves both as the university's primary recreation facility and as a satellite location for several varsity sports. The five-story building includes two cardio rooms, an Olympic-size swimming pool, a smaller pool for aquaerobics and other activities, a mezzanine, where all types of classes are held, an indoor cycling studio, three weight rooms, and a three-court gym floor to play basketball. The MAC offers personal trainers and specialty classes. It is home to Harvard volleyball, fencing and wrestling. The offices of several of the school's varsity coaches are also in the MAC.",What is the name of Harvard's basketball facility?,"{'text': ['Lavietes Pavilion', 'Lavietes Pavilion', 'Lavietes Pavilion'], 'answer_start': [53, 53, 53]}",Lavietes Pavilion,Lavietes Pavilion
572ff430a23a5019007fcbac,Rhine,"The Lower Rhine flows through North Rhine-Westphalia. Its banks are usually heavily populated and industrialized, in particular the agglomerations Cologne, Düsseldorf and Ruhr area. Here the Rhine flows through the largest conurbation in Germany, the Rhine-Ruhr region. One of the most important cities in this region is Duisburg with the largest river port in Europe (Duisport). The region downstream of Duisburg is more agricultural. In Wesel, 30 km downstream of Duisburg, is located the western end of the second east-west shipping route, the Wesel-Datteln Canal, which runs parallel to the Lippe. Between Emmerich and Cleves the Emmerich Rhine Bridge, the longest suspension bridge in Germany, crosses the 400 m wide river. Near Krefeld, the river crosses the Uerdingen line, the line which separates the areas where Low German and High German are spoken.",What is the name of the longest bridge in Germany?,"{'text': ['Emmerich Rhine Bridge', 'Emmerich Rhine Bridge', 'Emmerich Rhine Bridge'], 'answer_start': [634, 634, 634]}",Emmerich Rhine Bridge,Emmerich Rhine Bridge
572667e2f1498d1400e8de94,Geology,"The principle of inclusions and components states that, with sedimentary rocks, if inclusions (or clasts) are found in a formation, then the inclusions must be older than the formation that contains them. For example, in sedimentary rocks, it is common for gravel from an older formation to be ripped up and included in a newer layer. A similar situation with igneous rocks occurs when xenoliths are found. These foreign bodies are picked up as magma or lava flows, and are incorporated, later to cool in the matrix. As a result, xenoliths are older than the rock which contains them.",What is something that is often torn up and included in sedimentary rock?,"{'text': ['gravel', 'gravel', 'gravel', 'gravel'], 'answer_start': [257, 257, 257, 257]}",gravel,gravel
5730131c947a6a140053d055,Islamism,"Another of the Egyptian groups which employed violence in their struggle for Islamic order was al-Gama'a al-Islamiyya (Islamic Group). Victims of their campaign against the Egyptian state in the 1990s included the head of the counter-terrorism police (Major General Raouf Khayrat), a parliamentary speaker (Rifaat al-Mahgoub), dozens of European tourists and Egyptian bystanders, and over 100 Egyptian police. Ultimately the campaign to overthrow the government was unsuccessful, and the major jihadi group, Jamaa Islamiya (or al-Gama'a al-Islamiyya), renounced violence in 2003. Other lesser known groups include the Islamic Liberation Party, Salvation from Hell and Takfir wal-Hijra, and these groups have variously been involved in activities such as attempted assassinations of political figures, arson of video shops and attempted takeovers of government buildings.",When did Jamaa Islamiya renounce violence?,"{'text': ['in 2003', '2003', '2003'], 'answer_start': [571, 574, 574]}",in 2003,2003
5725b7f389a1e219009abd5e,European_Union_law,"European Union law is a body of treaties and legislation, such as Regulations and Directives, which have direct effect or indirect effect on the laws of European Union member states. The three sources of European Union law are primary law, secondary law and supplementary law. The main sources of primary law are the Treaties establishing the European Union. Secondary sources include regulations and directives which are based on the Treaties. The legislature of the European Union is principally composed of the European Parliament and the Council of the European Union, which under the Treaties may establish secondary law to pursue the objective set out in the Treaties.",What are the main sources of primary law?,"{'text': ['Treaties establishing the European Union', 'the Treaties establishing the European Union', 'primary law, secondary law and supplementary law', 'the Treaties establishing the European Union'], 'answer_start': [317, 313, 227, 313]}",Treaties establishing the European Union,the Treaties establishing the European Union
56e0cbf3231d4119001ac3ac,Nikola_Tesla,"In 1875, Tesla enrolled at Austrian Polytechnic in Graz, Austria, on a Military Frontier scholarship. During his first year, Tesla never missed a lecture, earned the highest grades possible, passed nine exams (nearly twice as many required), started a Serbian culture club, and even received a letter of commendation from the dean of the technical faculty to his father, which stated, ""Your son is a star of first rank."" Tesla claimed that he worked from 3 a.m. to 11 p.m., no Sundays or holidays excepted. He was ""mortified when [his] father made light of [those] hard won honors."" After his father's death in 1879, Tesla found a package of letters from his professors to his father, warning that unless he were removed from the school, Tesla would be killed through overwork. During his second year, Tesla came into conflict with Professor Poeschl over the Gramme dynamo, when Tesla suggested that commutators weren't necessary. At the end of his second year, Tesla lost his scholarship and became addicted to gambling. During his third year, Tesla gambled away his allowance and his tuition money, later gambling back his initial losses and returning the balance to his family. Tesla said that he ""conquered [his] passion then and there,"" but later he was known to play billiards in the US. When exam time came, Tesla was unprepared and asked for an extension to study, but was denied. He never graduated from the university and did not receive grades for the last semester.",When did Tesla enroll in Austrian Polytechnic?,"{'text': ['1875', 'In 1875', '1875'], 'answer_start': [3, 0, 3]}",1875,1875
57268e2bf1498d1400e8e3b3,European_Union_law,"The principal Treaties that form the European Union began with common rules for coal and steel, and then atomic energy, but more complete and formal institutions were established through the Treaty of Rome 1957 and the Maastricht Treaty 1992 (now: TFEU). Minor amendments were made during the 1960s and 1970s. Major amending treaties were signed to complete the development of a single, internal market in the Single European Act 1986, to further the development of a more social Europe in the Treaty of Amsterdam 1997, and to make minor amendments to the relative power of member states in the EU institutions in the Treaty of Nice 2001 and the Treaty of Lisbon 2007. Since its establishment, more member states have joined through a series of accession treaties, from the UK, Ireland, Denmark and Norway in 1972 (though Norway did not end up joining), Greece in 1979, Spain and Portugal 1985, Austria, Finland, Norway and Sweden in 1994 (though again Norway failed to join, because of lack of support in the referendum), the Czech Republic, Cyprus, Estonia, Hungary, Latvia, Lithuania, Malta, Poland, Slovakia and Slovenia in 2004, Romania and Bulgaria in 2007 and Croatia in 2013. Greenland signed a Treaty in 1985 giving it a special status.",When did Denmark join the EU?,"{'text': ['1972', '1972', '1972', '1972'], 'answer_start': [809, 809, 809, 809]}",1972,1972
57302a3aa23a5019007fced3,Islamism,"The Taliban were spawned by the thousands of madrasahs the Deobandi movement established for impoverished Afghan refugees and supported by governmental and religious groups in neighboring Pakistan. The Taliban differed from other Islamist movements to the point where they might be more properly described as Islamic fundamentalist or neofundamentalist, interested in spreading ""an idealized and systematized version of conservative tribal village customs"" under the label of Sharia to an entire country. Their ideology was also described as being influenced by Wahhabism, and the extremist jihadism of their guest Osama bin Laden.",Who influenced the Taliban's ideology?,"{'text': ['Osama bin Laden', 'Osama bin Laden', 'Osama bin Laden'], 'answer_start': [615, 615, 615]}",Osama bin Laden,"Wahhabism, and the extremist jihadism of their guest Osama bin Laden."
57275743f1498d1400e8f682,American_Broadcasting_Company,"The network's troubles with sustaining existing series and gaining new hits spilled over into its 2010–11 schedule: ABC's dramas during that season continued to fail, with the midseason forensic investigation drama Body of Proof being the only one that was renewed for a second season. The network also struggled to establish new comedies to support the previous year's debuts, with only late-season premiere Happy Endings earning a second season. Meanwhile, the new lows hit by Brothers & Sisters led to its cancellation, and the previous year's only drama renewal, V, also failed to earn another season after a low-rated midseason run. Despite this and another noticeable ratings decline, ABC would manage to outrate NBC for third place by a larger margin than the previous year.",What network did ABC beat out for third place in television ratings in 2010-11?,"{'text': ['NBC', 'NBC', 'NBC'], 'answer_start': [719, 719, 719]}",NBC,NBC
57340d124776f419006617c3,French_and_Indian_War,"For many native populations, the elimination of French power in North America meant the disappearance of a strong ally and counterweight to British expansion, leading to their ultimate dispossession. The Ohio Country was particularly vulnerable to legal and illegal settlement due to the construction of military roads to the area by Braddock and Forbes. Although the Spanish takeover of the Louisiana territory (which was not completed until 1769) had modest repercussions, the British takeover of Spanish Florida resulted in the westward migration of tribes that did not want to do business with the British, and a rise in tensions between the Choctaw and the Creek, historic enemies whose divisions the British at times exploited. The change of control in Florida also prompted most of its Spanish Catholic population to leave. Most went to Cuba, including the entire governmental records from St. Augustine, although some Christianized Yamasee were resettled to the coast of Mexico.",Where did many Spanish Catholic move after British takeover in Florida?,"{'text': ['Most went to Cuba,', 'Most went to Cuba', 'Cuba', 'Cuba', 'Cuba'], 'answer_start': [831, 831, 844, 844, 844]}","Most went to Cuba,",Cuba
56e0cdb9231d4119001ac3ca,Nikola_Tesla,"In January 1880, two of Tesla's uncles put together enough money to help him leave Gospić for Prague where he was to study. Unfortunately, he arrived too late to enroll at Charles-Ferdinand University; he never studied Greek, a required subject; and he was illiterate in Czech, another required subject. Tesla did, however, attend lectures at the university, although, as an auditor, he did not receive grades for the courses.",Who gave Tesla money to go to Prague?,"{'text': [""two of Tesla's uncles"", ""Tesla's uncles"", ""two of Tesla's uncles""], 'answer_start': [17, 24, 17]}",two of Tesla's uncles,two of Tesla's uncles
571161092419e314009555d8,Steam_engine,"It is possible to use a mechanism based on a pistonless rotary engine such as the Wankel engine in place of the cylinders and valve gear of a conventional reciprocating steam engine. Many such engines have been designed, from the time of James Watt to the present day, but relatively few were actually built and even fewer went into quantity production; see link at bottom of article for more details. The major problem is the difficulty of sealing the rotors to make them steam-tight in the face of wear and thermal expansion; the resulting leakage made them very inefficient. Lack of expansive working, or any means of control of the cutoff is also a serious problem with many such designs.[citation needed]",What parts of a conventional reciprocating steam engine could be replaced by a pistonless rotary engine?,"{'text': ['cylinders and valve gear', 'cylinders and valve gear', 'cylinders and valve gear'], 'answer_start': [112, 112, 112]}",cylinders and valve gear,cylinders and valve gear
56be4db0acb8001400a502ef,Super_Bowl_50,"Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season. The American Football Conference (AFC) champion Denver Broncos defeated the National Football Conference (NFC) champion Carolina Panthers 24–10 to earn their third Super Bowl title. The game was played on February 7, 2016, at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California. As this was the 50th Super Bowl, the league emphasized the ""golden anniversary"" with various gold-themed initiatives, as well as temporarily suspending the tradition of naming each Super Bowl game with Roman numerals (under which the game would have been known as ""Super Bowl L""), so that the logo could prominently feature the Arabic numerals 50.",Which NFL team won Super Bowl 50?,"{'text': ['Denver Broncos', 'Denver Broncos', 'Denver Broncos'], 'answer_start': [177, 177, 177]}",Denver Broncos,Denver Broncos
57269d745951b619008f77da,Newcastle_upon_Tyne,"NE1fm launched on 8 June 2007, the first full-time community radio station in the area. Newcastle Student Radio is run by students from both of the city's universities, broadcasting from Newcastle University's student's union building during term time. Radio Tyneside has been the voluntary hospital radio service for most hospitals across Newcastle and Gateshead since 1951, broadcasting on Hospedia  and online. The city also has a Radio Lollipop station based at the Great North Children's Hospital in the Newcastle Royal Victoria Infirmary.",What Newcastle radio station is based at the Great North Children's Hospital?,"{'text': ['Radio Lollipop', 'Radio Lollipop', 'Radio Lollipop'], 'answer_start': [434, 434, 434]}",Radio Lollipop,Radio Lollipop
56d729ec0d65d21400198431,Super_Bowl_50,"On Carolina's next possession fullback Mike Tolbert lost a fumble while being tackled by safety Darian Stewart, which linebacker Danny Trevathan recovered on the Broncos 40-yard line. However, the Panthers soon took the ball back when defensive end Kony Ealy tipped a Manning pass to himself and then intercepted it, returning the ball 19 yards to the Panthers 39-yard line with 1:55 left on the clock. The Panthers could not gain any yards with their possession and had to punt. After a Denver punt, Carolina drove to the Broncos 45-yard line. But with 11 seconds left, Newton was sacked by DeMarcus Ware as time expired in the half.",Who tipped Peyton's pass for an interception?,"{'text': ['Kony Ealy', 'Kony Ealy', 'Ealy'], 'answer_start': [249, 249, 254]}",Kony Ealy,Kony Ealy
57274a8ff1498d1400e8f5be,Private_school,"Ersatzschulen are ordinary primary or secondary schools, which are run by private individuals, private organizations or religious groups. These schools offer the same types of diplomas as public schools. Ersatzschulen lack the freedom to operate completely outside of government regulation. Teachers at Ersatzschulen must have at least the same education and at least the same wages as teachers at public schools, an Ersatzschule must have at least the same academic standards as a public school and Article 7, Paragraph 4 of the Grundgesetz, also forbids segregation of pupils according to the means of their parents (the so-called Sonderungsverbot). Therefore, most Ersatzschulen have very low tuition fees and/or offer scholarships, compared to most other Western European countries. However, it is not possible to finance these schools with such low tuition fees, which is why all German Ersatzschulen are additionally financed with public funds. The percentages of public money could reach 100% of the personnel expenditures. Nevertheless, Private Schools became insolvent in the past in Germany.",How does the level of tuition in German private schools compare to private schools in other Western European countries?,"{'text': ['very low', 'very low', 'very low tuition fees'], 'answer_start': [687, 687, 687]}",very low,very low tuition fees
5730a951069b531400832214,Imperialism,"It became a moral justification to lift the world up to French standards by bringing Christianity and French culture. In 1884 the leading exponent of colonialism, Jules Ferry declared France had a civilising mission: ""The higher races have a right over the lower races, they have a duty to civilize the inferior"". Full citizenship rights – ‘’assimilation’’ – were offered, although in reality assimilation was always on the distant horizon. Contrasting from Britain, France sent small numbers of settlers to its colonies, with the only notable exception of Algeria, where French settlers nevertheless always remained a small minority.",What did France offer that was rare by imperial standards?,"{'text': ['assimilation', 'Full citizenship rights', 'assimilation', 'assimilation', 'Full citizenship rights'], 'answer_start': [342, 314, 342, 342, 314]}",assimilation,Full citizenship rights
