sentence,label,idx
worst elements ,0,48310
that 's plaguing the human spirit in a relentlessly globalizing world ,0,61581
"like mike is a slight and uninventive movie : like the exalted michael jordan referred to in the title , many can aspire but none can equal . ",0,52066
earthy ,1,62656
rhetoric and cliché ,0,51050
a big meal of cliches that the talented cast generally chokes on . ,0,42034
airless cinematic shell games . ,0,30046
"dizzy , confused , and totally disorientated ",0,33941
it does somehow manage to get you under its spell . ,1,55394
its charm ,1,33614
"deliver awe-inspiring , at times sublime , visuals ",1,44379
"no charm , no laughs , no fun , no reason to watch ",0,37324
", the film certainly does n't disappoint . ",1,35421
"need , neurosis and nervy ",0,55957
"while parker and co-writer catherine di napoli are faithful to melville 's plotline , they and a fully engaged supporting cast ... have made the old boy 's characters more quick-witted than any english lit ",1,67226
does n't mean it 's good enough for our girls ,0,9785
no amount of good acting ,0,23380
genres that just does n't work ,0,63968
unusually tame ,0,63806
a ton of laughs ,1,40063
a good noir ,1,57715
deteriorates into a terribly obvious melodrama and rough-hewn vanity project for lead actress andie macdowell ,0,32710
"watchable up until the point where the situations and the dialogue spin hopelessly out of control -- that is to say , when carol kane appears on the screen ",0,44682
love the opening scenes of a wintry new york city in 1899 . ,1,3355
necessary viewing for sci-fi fans ,1,46714
"still consoled by his art , which is more than he has ever revealed before about the source of his spiritual survival ",1,66441
silly and ,0,65166
cold-hearted curmudgeon ,0,63457
of artificial suspense ,0,10743
grievous but obscure ,0,13239
own staggeringly unoriginal terms ,0,40934
be churlish to begrudge anyone for receiving whatever consolation that can be found in dragonfly ,0,10157
seems to have forgotten everything he ever knew about generating suspense ,0,7480
"a perfect example of rancid , well-intentioned , but shamelessly manipulative movie making . ",0,38607
'' starts out like a typical bible killer story ,0,65266
"are stanzas of breathtaking , awe-inspiring visual poetry ",1,59760
simply ,1,49439
most poorly staged and lit ,0,42876
"is a celebration of feminine energy , a tribute to the power of women to heal ",1,10529
puts enough salt ,1,60948
comfortably ,1,16901
that wore out its welcome with audiences several years ago ,0,25530
is actually one of its strengths ,1,26870
a manipulative feminist empowerment tale thinly posing as a serious drama about spousal abuse . ,0,35542
"flashy gadgets and whirling fight sequences may look cool , but they ca n't distract from the flawed support structure holding equilibrium up ",0,44708
just unlikable . ,0,46435
"a sweet , tender sermon about a 12-year-old welsh boy more curious about god than girls , who learns that believing in something does matter . ",1,7661
too stagey ,0,22638
being very funny ,1,12305
attracting audiences ,1,30033
is loopy and ludicrous ... that it could have been a hoot in a bad-movie way if the laborious pacing and endless exposition had been tightened ,0,41901
have been better off staying on the festival circuit ,0,7293
"the tale -- like its central figure , vivi -- is just a little bit hard to love . ",0,61337
left me feeling refreshed and hopeful . ,1,43363
is n't just offensive ,0,2461
that 's as hard to classify as it is hard to resist ,1,29709
"'s encouraging to see a three-dimensional , average , middle-aged woman 's experience of self-discovery handled with such sensitivity ",1,38015
to alienate the mainstream audience while ringing cliched to hardened indie-heads ,0,61887
of the film 's problems ,0,434
personality ,1,2069
cultural and personal self-discovery and ,1,59370
gorgeous to look at ,1,11248
than enchanting ... terribly episodic and lacking the spark of imagination that might have made it an exhilarating ,0,63082
one of the year 's most enjoyable releases ,1,49081
a chilling tale of one of the great crimes ,1,67272
gentle and engrossing character ,1,66014
no quarter to anyone seeking to pull a cohesive story out of its 2 1/2 ,0,10262
its epic scope ,1,10303
"constructs a hilarious ode to middle america and middle age with this unlikely odyssey , featuring a pathetic , endearing hero who is all too human ",1,9152
", unusual , even nutty ",1,39680
"for a movie that tries to be smart , it 's kinda dumb . ",0,2619
it 's a movie that accomplishes so much that one viewing ca n't possibly be enough . ,1,43230
"with a lighthearted glow , some impudent snickers , and a glorious dose of humankind 's liberating ability ",1,62167
"you can almost see mendes and company getting together before a single frame had been shot and collectively vowing , ` this is going to be something really good . ' ",1,26276
my wife is an actress has its moments in looking at the comic effects of jealousy . ,1,40509
is a dim-witted pairing of teen-speak and animal gibberish . ,0,48036
's an entertaining and informative documentary . ,1,10740
"are we dealing with dreams , visions or being told what actually happened as if it were the third ending of clue ",0,18657
too painfully ,0,54491
"has little insight into the historical period and its artists , ",0,52974
ends with a story that is so far-fetched it would be impossible to believe if it were n't true ,0,1136
"of young , black manhood that is funny , touching , smart and complicated ",1,62858
"earned my indignant , preemptive departure ",0,11368
a satisfying destination ,1,18948
"the script is a disaster , with cloying messages and irksome characters . ",0,47443
keep it up ,1,4947
"both shrill and soporific , and because everything is repeated five or six times , it can seem tiresomely simpleminded . ",0,15441
wishing that you and they were in another movie ,0,23677
ignored it in favor of old ` juvenile delinquent ' paperbacks with titles ,0,60392
it 's ) a clever thriller with enough unexpected twists to keep our interest . ,1,42546
will attach a human face to all those little steaming cartons . ,1,15086
the thematic ironies are too obvious and the sexual politics too smug ,0,5593
's mired in a shabby script that piles layer upon layer of action man cliché atop wooden dialogue and a shifting tone that falls far short of the peculiarly moral amorality of ( woo 's ) best work . ,0,26634
"very entertaining , thought-provoking film ",1,13665
that this mean machine was a decent tv outing that just does n't have big screen magic ,0,66390
smarter and much funnier version of the old police academy flicks . ,1,22211
fun for all ,1,45446
threatens ,0,67301
's just plain lurid ,0,32787
having sucked dry the undead action flick formula ,0,46540
makes me say the obvious : abandon all hope of a good movie ye who enter here . ,0,30012
"moody , oozing , chilling and heart-warming ",1,40487
a little uneven to be the cat 's meow ,0,34160
wal-mart budget ,0,7231
... manages to embody the worst excesses of nouvelle vague without any of its sense of fun or energy . ,0,48584
"flat , unconvincing drama ",0,5755
may be why it 's so successful at lodging itself in the brain ,1,65187
"farts , boobs ",0,43574
a category called best bad film you thought was going to be really awful but was n't ,0,59245
freedom to feel contradictory things ,1,40600
gets clunky on the screen ,0,2067
for all its problems ... the lady and the duke surprisingly manages never to grow boring ... which proves that rohmer still has a sense of his audience . ,1,27802
"director lee has a true cinematic knack , ",1,61294
hoped i would -- with moist eyes ,1,52460
iconic hero ,1,22552
to think of a film more cloyingly sappy than evelyn this year ,0,32781
", but it works under the direction of kevin reynolds . ",1,31639
the most thoughtful fictional examination ,1,33510
of too many chefs fussing over too weak a recipe ,0,23820
through this film ,1,27978
jackass lacks aspirations of social upheaval . ,0,16434
"to get on a board and , uh , shred , dude ",1,13585
"no , i hate it . ",0,42368
patriot ,1,25110
guilt-trip ,0,15737
a gratingly unfunny groaner ,0,45185
"the performances are amiable and committed , ",1,6314
to make the stones weep -- as shameful as it ,0,56600
tackles more than she can handle ,0,59901
thriller with enough unexpected twists ,1,49652
if you can push on through the slow spots ,0,33633
unrewarding ,0,7812
"second , what 's with all the shooting ? ",0,63400
where the thematic ironies are too obvious and the sexual politics too smug ,0,57819
vicious and ,0,12615
the best case ,1,12079
"when he moves his setting to the past , and relies on a historical text , he loses the richness of characterization that makes his films so memorable ",0,50557
", the new film is a subzero version of monsters , inc. , without the latter 's imagination , visual charm or texture . ",0,66090
a fresh way ,1,43034
iosseliani ,1,53069
"much sucks , but has a funny moment or two . ",0,57200
skip the film and buy the philip glass soundtrack cd ,0,63745
"so it 's not a brilliant piece of filmmaking , but it is a funny ( sometimes hilarious ) comedy with a deft sense of humor about itself , a playful spirit and a game cast ",1,54460
burn the negative and the script and pretend the whole thing never existed ,0,10476
is why anybody picked it up . ,0,1556
to split up so that it can do even more damage ,0,48064
may really need the company of others ,0,62472
nauseating ,0,54518
"ai n't art , by a long shot ",0,54699
biographical fantasia ,1,63176
keenest pleasures ,1,14723
would be a lot better if it pared down its plots and characters to a few rather than dozens ... or if it were subtler ... or if it had a sense of humor ,0,15041
is flawed ,0,7646
"stomps in hobnail boots over natalie babbitt 's gentle , endearing 1975 children 's novel . ",0,20259
there 's no way you wo n't be talking about the film once you exit the theater . ,1,25941
have been readily dismissed as the tiresome rant of an aging filmmaker still thumbing his nose at convention ,0,21744
"( the kid 's ) just too bratty for sympathy , and ",0,32437
to be interesting ,1,20984
you doze off thirty minutes into the film ,0,62085
jumps to the head of the class of women 's films ,1,39923
crisp and ,1,43155
"a decomposition of healthy eccentric inspiration and ambition -- wearing a cloak of unsentimental , straightforward text -- ",0,18170
eclipses ,1,52414
a playful spirit ,1,52826
oft-brilliant safe conduct ( `` laissez-passer '' ) ,1,7901
"leblanc thought , `` hey , the movie about the baseball-playing monkey was worse . '' ",0,53362
delivers real bump-in - the-night chills ,1,26289
as good as the original ,1,15015
a coming-of-age movie that hollywood would n't have the guts to make . ,1,60607
of candid camera ,1,23436
"victor rosa is leguizamo 's best movie work so far , a subtle and richly internalized performance . ",1,14956
"it 's hard to care about a film that proposes as epic tragedy the plight of a callow rich boy who is forced to choose between his beautiful , self-satisfied 22-year-old girlfriend and an equally beautiful , self-satisfied 18-year-old mistress . ",0,10393
just offensive ,0,8178
"his contradictory , self-hating , self-destructive ways ",0,26866
shows off a lot of stamina and vitality ,1,41774
part of the film 's cheeky charm ,1,18499
look at the star-making machinery of tinseltown . ,1,36057
will find in these characters ' foibles a timeless and unique perspective . ,1,24407
the profoundly devastating events of one year ago ,0,44627
are about a half dozen young turks angling to see how many times they can work the words `` radical '' or `` suck '' into a sentence ,0,23454
more interested in entertaining itself ,0,20224
imaginative as one might have hoped ,1,48778
if only merchant paid more attention the story . ,0,26415
", sometimes beautiful adaptation ",1,158
"resulted in a smoother , more focused narrative ",1,25536
libido film ,1,39463
does n't do more than expand a tv show to movie length . ,0,44604
opening up ' the play more has partly closed it down . ,0,17395
weaves both the elements of the plot and a powerfully evocative mood combining heated sexuality with a haunting sense of malaise . ,1,455
complex story ,1,423
"is a gentle film with dramatic punch , a haunting ode to humanity . ",1,17381
case zero . ,0,8729
it does turn out to be a bit of a cheat in the end ,0,66000
power to help people endure almost unimaginable horror ,1,12887
"a solid , spooky entertainment worthy of the price of a ticket . ",1,58889
an unfortunate title ,0,21870
is tuned in to its community ,1,48228
falls far short of poetry ,0,29257
frothy ` date movie ' ... ,1,56205
just unlikable ,0,9488
is a really special walk in the woods ,1,24447
did n't just go to a bank manager and save everyone the misery ,0,59833
"sitting in the third row of the imax cinema at sydney 's darling harbour , but i sometimes felt as though i was in the tiny two seater plane that carried the giant camera around australia , sweeping and gliding , banking and hovering over some of the most not ",1,8682
a metaphor for a modern-day urban china ,1,13443
ideological ,1,10716
be lovely ,1,24182
"like pieces a bunch of other , better movies slapped together . ",0,39326
powerful direction ,1,47542
perfect performance ,1,63405
"tells this very compelling tale with little fuss or noise , expertly plucking tension from quiet ",1,24987
character creations ,1,24699
glamour ,1,39038
that makes a depleted yesterday feel very much like a brand-new tomorrow ,1,9316
bring fresh good looks and an ease in front of the camera to the work . ,1,49826
positively ,1,28213
on no level whatsoever for me ,0,60476
rob schneider 's infantile cross-dressing routines ,0,8028
", eight crazy nights is a total misfire . ",0,40917
flatulence ,0,21410
directions and descends into such message-mongering moralism that its good qualities are obscured . ,0,21995
a fairly harmless but ultimately lifeless feature-length afterschool special ,0,63949
"work as shallow entertainment , not remotely incisive enough to qualify as drama , monsoon ",0,15498
of period drama and flat-out farce that should please history fans ,1,53725
setting distracts ,0,3894
in a fat man 's navel ,0,22357
"dip into your wallet , swipe 90 minutes of your time ",0,17301
bad luck ,0,27725
a charmer ,1,13701
action clichés ,0,7038
"small in scope , yet perfectly formed ",1,18137
cultivated ,1,21016
believe that a life like this can sound so dull ,0,51493
"the biggest problem with roger avary 's uproar against the mpaa is that , even in all its director 's cut glory , he 's made a film that 's barely shocking , barely interesting and most of all , barely anything . ",0,16486
"making this character understandable , in getting under her skin , in exploring motivation ... ",1,33268
to escape the shackles of its own clichés to be the best espionage picture to come out in weeks ,1,18560
anything approaching even a vague reason to sit through it all ,0,58445
"with originality , humor and pathos ",1,52014
which ticks off kahlo 's lifetime milestones with the dutiful precision of a tax accountant ,0,45423
artistes ,1,36013
the movie makes two hours feel like four . ,0,62567
bear the laughter ,1,37737
a remarkable film by bernard rose . ,1,36529
will need all the luck they can muster just figuring out who 's who in this pretentious mess ,0,37762
"a movie filled with unlikable , spiteful idiots ",0,6647
elegant ,1,48730
the most wondrous of all hollywood fantasies ,1,25984
an irresistibly uncanny ambience ,1,63259
fails to fulfill its own ambitious goals ,0,1503
its attractive young leads ,1,20502
"muccino , who directed from his own screenplay , is a canny crowd pleaser , and the last kiss ... provides more than enough sentimental catharsis for a satisfying evening at the multiplex . ",1,11973
"the film occasionally tries the viewer 's patience with slow pacing and a main character who sometimes defies sympathy , but it ultimately satisfies with its moving story ",1,5505
great shame ,0,14489
the story is bogus and its characters tissue-thin ,0,24887
away a believer again and quite cheered at just that ,1,34392
is a horrible movie ,0,22412
what might have emerged as hilarious lunacy in the hands of woody allen or mel brooks ( at least during their '70s heyday ) comes across as lame and sophomoric in this debut indie feature . ,0,5193
"may be one of the most appealing movies ever made about an otherwise appalling , and downright creepy , subject -- a teenage boy in love with his stepmother ",1,40735
"a movie so sloppy , so uneven , so damn unpleasant that i ca n't believe any viewer , young or old , ",0,62789
been called freddy gets molested by a dog ,0,20120
dirty faces ,1,55461
prickly ,0,35459
no cute factor ,0,8566
're more likely to enjoy on a computer ,0,50340
"a cheap , ludicrous attempt at serious horror ",0,34581
"the movie attempts to mine laughs from a genre -- the gangster/crime comedy -- that wore out its welcome with audiences several years ago , and its cutesy reliance on movie-specific cliches is n't exactly endearing ",0,26959
is a nonstop hoot ,1,63878
"tension , eloquence , spiritual challenge ",1,20950
jolts the laughs from the audience ,1,857
's also too stupid ,0,4627
spent the duration of the film 's shooting schedule waiting to scream : `` ,0,47716
"a film of freshness , imagination and insight ",1,13848
conceited ,0,59936
attractive young leads ,1,18574
yes . ,1,52795
the gorgeous piano and ,1,8852
so convincing ,1,45601
"is a confusing melange of tones and styles , one moment a romantic trifle and the next a turgid drama . ",0,1667
is too blatant ,0,51753
jackie chan movies are a guilty pleasure - he 's easy to like and always leaves us laughing . ,1,50401
one funny popcorn ,1,51917
", if disingenuous , ",0,7285
unaware that it 's the butt of its own joke . ,0,47124
the horrible pains ,0,42422
to bother pleasuring its audience ,0,65120
it 's lovely that cal works out his issues with his dad and comes to terms with his picture-perfect life ,1,27578
"nakata 's technique is to imply terror by suggestion , rather than the overuse of special effects . ",1,45608
dignified ceo ,1,47425
feels as flat as the scruffy sands of its titular community ,0,35313
raw emotions ,1,28890
"thoroughly enjoyable , heartfelt ",1,42220
is such a sweet and sexy film ,1,46808
", but it also does the absolute last thing we need hollywood doing to us : it preaches . ",0,38944
through 300 hundred years of russian cultural identity and a stunning technical achievement ,1,46583
meandering and pointless ,0,46379
"a weird , arresting little ride . ",1,48981
in its observation of just how much more grueling and time-consuming the illusion of work is than actual work ,1,34875
"strange it is , but delightfully so . ",1,11128
faced and spindly attempt at playing an ingenue makes her nomination as best actress even more of a an a ,0,59352
"impeccable comic timing , ",1,60209
"filling nearly every minute ... with a lighthearted glow , some impudent snickers , and a glorious dose of humankind 's liberating ability ",1,25070
that is filled with raw emotions conveying despair and love ,1,60849
", 84 minutes is short ",1,319
wildly incompetent but brilliantly named half past dead -- or for seagal pessimists : ,0,67270
its low groan-to-guffaw ratio ,0,57136
shambles ,0,12391
"it 's packed with adventure and a worthwhile environmental message , so it 's great for the kids ",1,18827
"imperfect , love-hate relationship ",0,55974
a less-compelling soap opera ,0,13340
trying to sneak out of the theater ,0,9753
is 75 wasted minutes of sandler as the voice-over hero in columbia pictures ' perverse idea of an animated holiday movie . ,0,46496
that finally returns de palma to his pulpy thrillers of the early '80s ,1,43503
"baran is a gentle film with dramatic punch , a haunting ode to humanity . ",1,23511
of deep feeling ,1,57566
"proven that no amount of imagination , no creature , no fantasy story and no incredibly outlandish scenery ",0,32579
"a deeply humanistic artist who , in spite of all that he 's witnessed , remains surprisingly idealistic ",1,59708
that 's sustained through the surprisingly somber conclusion ,1,27380
a more annoying ,0,62809
lift the movie above its playwriting 101 premise ,1,29973
besotted and obvious ,0,39841
funny and also heartwarming without stooping to gooeyness . ,1,17802
joyous films that leaps over national boundaries and celebrates universal human nature ,1,36232
significantly different ( and better ) ,1,63318
"he goes out into public , to avoid being recognized as the man who bilked unsuspecting moviegoers ",0,12975
"taking us through a film that is part biography , part entertainment and part history ",1,61455
a mawkish self-parody that plays like some weird masterpiece theater sketch with neither a point of view nor a compelling reason for being . ,0,40268
folds under its own thinness ,0,15909
the premise itself is just sooooo tired . ,0,51072
stuffs his debut with more plot than it can comfortably hold ,0,48823
spy has all the same problems the majority of action comedies have . ,0,35670
brilliant ,1,24652
astonishingly pivotal ,1,51154
doing its namesake proud ,1,3026
its excellent use of new york locales and sharp writing ,1,37144
"not only a coming-of-age story and cautionary parable , but also a perfectly rendered period piece . ",1,36306
"kiddie entertainment , sophisticated wit ",1,43953
lovely film ,1,48123
movie fun ,1,24062
is so cliched and contrived that it makes your least favorite james bond movie seem as cleverly plotted as the usual suspects ,0,24212
without in any way demeaning its subjects ,1,37223
"all movie long , city by the sea swings from one approach to the other , but in the end , it stays in formula -- which is a waste of de niro , mcdormand and the other good actors in the cast . ",0,63810
too overdone ,0,41509
it threatens to get bogged down in earnest dramaturgy ,0,30796
"first-class , natural acting ",1,51155
"spinning a web of dazzling entertainment may be overstating it , but `` spider-man '' certainly delivers the goods . ",1,52551
"well , it probably wo n't have you swinging from the trees hooting it 's praises , ",0,4604
a genuine love story ,1,51608
"when you could just rent those movies instead , let alone seek out a respectable new one ",0,30687
the bombastic self-glorification of other feel-good fiascos like antwone fisher or the emperor 's club any time ,1,63526
vision is beginning to feel ,1,18402
"forces us to consider the unthinkable , the unacceptable , the unmentionable ",1,65654
here is unusually tame ,0,14083
a remarkably alluring film ,1,30208
"hollywood has crafted a solid formula for successful animated movies , and ice age only improves on it , with terrific computer graphics , inventive action sequences and a droll sense of humor ",1,24004
takes every potential laugh and stiletto-stomps the life out of it . ,0,38303
going right through the ranks of the players -- on-camera and off -- that he brings together ,1,18503
manipulating our collective fear ,1,25410
incredibly flexible cast ,1,60549
"about the santa clause 2 , purportedly a children 's movie , ",0,40702
you feel genuinely good ,1,45153
"a riveting , brisk delight ",1,16525
by director jon purdy 's sledgehammer sap ,0,23464
", we get a stab at soccer hooliganism , a double-barreled rip-off of quentin tarantino 's climactic shootout -- and meat loaf explodes . ",0,35618
"designed as a reverie about memory and regret , but the only thing you 'll regret is remembering the experience of sitting through it . ",0,18150
the movie 's captivating details ,1,21494
"singer/composer bryan adams contributes a slew of songs -- a few potential hits , a few more simply intrusive to the story -- but the whole package certainly captures the intended , er , spirit of the piece . ",1,41927
"miyazaki 's nonstop images are so stunning , and his imagination so vivid ",1,59632
then pay your $ 8 and get ready for the big shear . ,0,32911
shakespeare ,0,24066
gives her best ,1,56742
have abandoned their slim hopes and dreams ,0,12515
can such a cold movie ,0,19529
purports ,1,4272
come with the warning ,0,49697
turns the marquis de sade into a dullard ,0,31088
is a no-bull throwback to 1970s action films ,1,54466
this film 's cast is uniformly superb ,1,48210
"ming-liang 's witty , wistful new film ",1,20443
"dark humor , gorgeous exterior photography ",1,22965
do n't really care too much about this love story . ,0,63469
a breathtakingly assured and stylish work of spare dialogue and acute expressiveness ,1,59369
your seat a couple of times ,1,36194
"feel the least bit ashamed in admitting that my enjoyment came at the expense of seeing justice served , even if it 's a dish that 's best served cold ",1,8406
sure to ultimately disappoint the action fans ,0,38333
"full of cheesy dialogue , but great trashy fun that finally returns de palma to his pulpy thrillers of the early '80s ",1,60545
gutsy and ,1,2715
inconsequential road-and-buddy pic ,0,60521
could as easily have been called ` under siege 3 : in alcatraz ' ... a cinematic corpse that never springs to life ,0,49122
inclination to make the most sincere and artful movie in which adam sandler will probably ever appear ,1,12051
zero compelling storyline ,0,11795
is difficult to connect with on any deeper level ,0,19393
on the soullessness of work ,0,46195
a fresh point ,1,37882
but it does somehow manage to get you under its spell . ,1,27083
"the job done , running off the limited chemistry created by ralph fiennes and jennifer lopez ",0,54265
"ultimately , the film never recovers from the clumsy cliché of the ugly american abroad , and the too-frosty exterior ms. paltrow employs to authenticate her british persona is another liability . ",0,66214
annoying ,0,29969
good surprise ending ,1,59840
promise ,1,11316
my advice is to skip the film and pick up the soundtrack . ,0,46918
"rises above easy , cynical potshots at morally bankrupt characters ... ",1,19509
clever and cutting ,1,24676
auteuil is a goofy pleasure ,1,19624
overblown enterprise ,0,13441
what might have been acceptable on the printed page of iles ' book does not translate well to the screen . ,0,52716
juliette binoche 's sand is vivacious ,1,21317
"a timely look back at civil disobedience , anti-war movements and the power of strong voices . ",1,64008
terminally brain dead production . ,0,21733
hollywood pipeline ,0,9420
is to be viewed and treasured for its extraordinary intelligence and originality as well as its lyrical variations on the game of love . ,1,22112
suicidal ,0,50103
directions and descends into such message-mongering moralism that its good qualities are obscured ,0,18368
"efficient , suitably anonymous chiller . ",1,19962
the multi-layers ,1,38110
superbly acted offbeat thriller ,1,13909
"the otherwise good-naturedness of mr. deeds , with its embrace of sheer goofiness and cameos ",1,38293
"to paraphrase a line from another dickens ' novel , nicholas nickleby is too much like a fragment of an underdone potato . ",0,45584
'd do well to check this one out because it 's straight up twin peaks action ... ,1,9707
is delightful in the central role . ,1,18627
spiteful idiots ,0,32091
succeeded ,1,59262
"this interminable , shapeless documentary about the swinging subculture ",0,13194
enjoyed barbershop ,1,10893
menace ,0,12739
smart and taut ,1,52605
in the manner of a golden book sprung to life ,1,13460
"typical animé , with cheapo animation ( like saturday morning tv in the '60s ) , a complex sword-and-sorcery plot and characters who all have big round eyes and japanese names . ",0,29992
high-adrenaline documentary . ,1,20113
riveting memories ,1,64045
a very talented but underutilized supporting cast ,1,64075
( westbrook ) makes a wonderful subject for the camera . ,1,8677
hilarious ,1,15630
enthusiastic charm ,1,22406
"so muddled , repetitive and ragged ",0,48050
most pleasurable expressions ,1,48106
"engaging , wide-eyed actress ",1,24581
popcorn ,1,13565
"metaphors abound , but it is easy to take this film at face value and enjoy its slightly humorous and tender story ",1,14815
"feels as if ( there 's ) a choke leash around your neck so director nick cassavetes can give it a good , hard yank whenever he wants you to feel something ",0,7278
", wannabe-hip crime comedy ",0,15941
"plays like a badly edited , 91-minute trailer ( and ) the director ca n't seem to get a coherent rhythm going . ",0,29884
a weepy melodrama ,0,48415
the movie sputters ,0,7310
"is to ponder how a whole segment of pop-music history has been allowed to get wet , fuzzy and sticky ",0,15311
"suspense , surprise and consistent emotional conviction ",1,57315
"even by the intentionally low standards of frat-boy humor , sorority boys is a bowser . ",0,39806
is a sobering meditation on why we take pictures ,1,37924
'' is entertaining . ,1,20038
"the series ' message about making the right choice in the face of tempting alternatives remains prominent , as do the girls ' amusing personalities . ",1,55698
warm and fuzzy ,1,64702
usual intelligence and subtlety ,1,33195
ca n't say it 's on par with the first one ,0,38785
with its own solemn insights ,1,44873
the most awful acts ,0,29495
got me grinning ,1,25516
"texan director george ratliff had unlimited access to families and church meetings , and he delivers fascinating psychological fare . ",1,25162
absolutely not . ,0,38082
"upscale audiences hungry for quality and a nostalgic , twisty yarn that will keep them guessing ",1,10272
chai 's structure and pacing are disconcertingly slack . ,0,20958
is a masterpiece ,1,35744
waterlogged script ,0,37666
noble endeavor ,1,20770
the source material movie ,1,28203
banal and ,0,12361
i was trying to decide what annoyed me most about god is great ,0,12232
once ice-t sticks his mug in the window of the couple 's bmw and begins haranguing the wife in bad stage dialogue ,0,4226
"hard , endearing , caring , ",1,11083
mature and ,1,49544
muddy psychological thriller ,0,10707
is an encyclopedia of cliches that shoplifts shamelessly from farewell-to-innocence movies like the wanderers and a bronx tale without cribbing any of their intelligence . ,0,53284
"it 's a strange film , one that was hard for me to warm up to . ",0,17665
"a negligible work of manipulation , an exploitation piece doing its usual worst to guilt-trip parents ",0,43880
", this quietly lyrical tale probes the ambiguous welcome extended by iran to the afghani refugees who streamed across its borders , desperate for work and food . ",1,8620
that it does afford ,1,63410
"pc stability notwithstanding , the film suffers from a simplistic narrative and a pat , fairy-tale conclusion . ",0,45175
had more fun watching spy than i had with most of the big summer movies . ,1,11813
"do n't mind crappy movies as much as adults , provided there 's lots of cute animals and clumsy people ",0,34898
throw elbows when necessary ,1,30008
"strolls through this mess with a smug grin , inexplicably wearing a kilt and carrying a bag of golf clubs over one shoulder ",0,12732
zzzzzzzzz ,0,20981
a listless and desultory affair . ,0,45115
"hardly an objective documentary , but it 's great cinematic polemic ... love moore or loathe him , you 've got to admire ... the intensity with which he 's willing to express his convictions ",1,55049
given the fact that virtually no one is bound to show up at theaters for it ,0,65889
youthful affluence ,1,12383
sub-formulaic slap ,0,10623
"of the most complex , generous and subversive artworks of the last decade ",1,10609
visual merits ,1,45632
wildly incompetent but brilliantly named half past dead -- or for seagal ,0,59302
"becomes just another voyeuristic spectacle , ",0,15077
rode the zipper ,0,28611
plaintiveness ,0,34445
"the performances are strong , though the subject matter demands acting that borders on hammy at times . ",1,14498
overinflated mythology ,0,29851
for all its visual panache and compelling supporting characters ,1,48743
pleasing way ,1,63742
is never clear . ,0,13414
"in fact , it 's quite fun in places . ",1,31285
"a highly watchable , giggly little story with a sweet edge to it . ",1,52392
too ludicrous ,0,286
"lilo & stitch '' reach the emotion or timelessness of disney 's great past , or even that of more recent successes such as `` mulan '' or `` tarzan ",1,32752
poky ,0,25942
dramatic and emotional ,1,41514
rip-off ,0,49707
"features terrible , banal dialogue ; convenient , hole-ridden plotting ; superficial characters and a rather dull , unimaginative car chase . ",0,53388
smart and fun ,1,51069
"it can only encourage us to see samira makhmalbaf as a very distinctive sensibility , working to develop her own film language with conspicuous success ",1,27027
"steven shainberg 's adaptation of mary gaitskill 's harrowing short story ... is a brilliantly played , deeply unsettling experience . ",1,14560
rash ,0,36227
the story is too steeped in fairy tales and other childish things to appeal much to teenagers ,0,50703
"relic from a bygone era , and its convolutions ... ",0,23446
"like one of ( spears ' ) music videos in content -- except that it goes on for at least 90 more minutes and , worse , that you have to pay if you want to see it . ",0,64271
decided lack of spontaneity in its execution and a dearth of real poignancy ,0,51461
"that is n't heated properly , so that it ends up ",0,27272
she never lets her character become a caricature -- not even with that radioactive hair ,1,21196
wo n't join the pantheon of great monster/science fiction flicks that we have come to love ,0,60227
", wide-smiling reception ",1,53886
"worth a look for its true-to-life characters , its sensitive acting , its unadorned view of rural life and the subtle direction of first-timer hilary birmingham ",1,15084
her beaten to a pulp in his dangerous game ,0,49672
the acting is fine but the script is about as interesting as a recording of conversations at the wal-mart checkout line ,0,49502
's horribly depressing and not very well done . ,0,56907
its elegantly colorful look and ,1,9066
rollicking adventure ,1,44091
has the courage of its convictions and excellent performances on its side . ,1,20665
emerges as another key contribution ,1,24509
have at it ,1,66051
sibling reconciliation with flashes of warmth and gentle humor ,1,8008
fear and paranoia ,0,23215
that is not even as daring as john ritter 's glory days on three 's company ,0,19596
"is a finely written , superbly acted offbeat thriller . ",1,58751
you will likely prefer to keep on watching . ,1,41262
"director paul cox 's unorthodox , abstract approach to visualizing nijinsky 's diaries is both stimulating and demanding . ",1,1394
"much of a mixed bag , with enough negatives ",0,64959
more of an ordeal than an amusement ,0,58337
is n't worth sitting through ,0,60944
are the lively intelligence of the artists and their perceptiveness about their own situations ,1,24421
's a mystery how the movie could be released in this condition ,0,17134
slopped ` em together ,0,66592
want a real movie ,0,4764
stuart little 2 manages sweetness largely without stickiness . ,1,45426
"all its agonizing , catch-22 glory ",1,42482
it 'll only put you to sleep . ,0,44646
one of those unassuming films that sneaks up on you and stays with you long after you have left the theater . ,1,63811
has less spice than a rat burger ,0,40521
make for some robust and scary entertainment ,1,66856
an artist who is simply tired ,0,28927
a tragic dimension and ,0,49239
is never lethargic ,1,61940
refused to gel ,0,32126
"'s consistently funny , in an irresistible junior-high way , and consistently free of any gag that would force you to give it a millisecond of thought . ",1,18024
it 's replaced by some dramatic scenes that are jarring and deeply out of place in what could have ( and probably should have ) been a lighthearted comedy . ,0,35574
a small movie with a big impact . ,1,24949
its greatest play ,1,15898
